Categoria;Linha (h1);SKUs ativos;Com estoque;Subtipos (h2);Exemplo SKU;Categoria ID
J - FERRAMENTAS E CONSUMÍVEIS;LINHA PEDREIRO- UNIFIO 100M;1;0;100M;LINHA PEDREIRO- UNIFIO 100M 100M;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;LIXA;27;0;D'AGUA | MULTIUSO | P/ FERRO | P/ MADEIRA;LIXA D'AGUA G 036;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;LUBRIFICANTE SECO GRAFITE CHEMICOLOR;1;0;AVULSO;LUBRIFICANTE SECO GRAFITE CHEMICOLOR AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;LUVA;5;0;SOLDÁVEL;LUVA SOLDÁVEL 32 MM;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;LUVA ALGODÃO;2;0;BRANCA | PRETA;LUVA ALGODÃO BRANCA;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;LUVA LATEX;2;0;AMARELA;LUVA LATEX AMARELA G;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;LUVA RASPA C/ REFORÇO M/G;1;1;AVULSO;LUVA RASPA C/ REFORÇO M/G AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;MACHADO;1;0;AVULSO;MACHADO AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;MÃO FRANCESA;3;0;15X20 | 35X45 | 38X28;MÃO FRANCESA 15X20;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;MARRETA OITAVADA 1,50KG C/CABO;1;0;1,50KG;MARRETA OITAVADA 1,50KG C/CABO 1,50KG;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;MARRETA OITAVADA 3KG C/CABO MOMFORT;1;0;3KG;MARRETA OITAVADA 3KG C/CABO MOMFORT 3KG;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;MARTELO;6;0;BORRACHA | TRADICIONAL;MARTELO BORRACHA 40 MM;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;ÓCULOS SEGURANÇA TRANSPARENTES;1;0;AVULSO;ÓCULOS SEGURANÇA TRANSPARENTES AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PA BICO C/CABO;1;0;AVULSO;PA BICO C/CABO AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PA QUADRADA C/CABO;1;0;AVULSO;PA QUADRADA C/CABO AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PENEIRA P/AREIA ARO 50;1;0;AVULSO;PENEIRA P/AREIA ARO 50 AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PINCEL 1;1;1;AVULSO;PINCEL 1 AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PINCEL 1 1/2;1;1;1/2;PINCEL 1 1/2 1/2;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PINCEL 1/2;1;0;1/2;PINCEL 1/2 1/2;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PINCEL 2;1;1;AVULSO;PINCEL 2 AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PINCEL 2 1/2;1;1;1/2;PINCEL 2 1/2 1/2;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PINCEL 3;1;1;AVULSO;PINCEL 3 AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PINCEL 3/4;1;0;3/4;PINCEL 3/4 3/4;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PINCEL 4;1;1;AVULSO;PINCEL 4 AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PINCEL PBRANCO ARTESANATO ROMA No.04;1;0;AVULSO;PINCEL PBRANCO ARTESANATO ROMA No.04 AVULSO Roma;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PINCEL PLANO ARTESANATO ROMA No.02;1;0;AVULSO;PINCEL PLANO ARTESANATO ROMA No.02 AVULSO Roma;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PLUG ADAPTADOR C/ PINO 2P+T;2;0;AVULSO;PLUG ADAPTADOR C/ PINO 2P+T AVULSO Perlex;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PREGO;13;5;1 X 15 | 1.1/2 X 14 | 1.1/2 X 15 | 2 X 10 | 2 X 11 | 2.1/2 X 10 | 2.1/2 X 11 | 3 X 09 | 3 X 10 | 3.1/2 X 09 | 3.1/2 X 10 | 4 X 06 | 5 X 05;PREGO 1 X 15;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PREGO TELHEIRO;1;1;2.1/2 X 10;PREGO TELHEIRO 2.1/2 X 10;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PREGOS ACO TEMPERADO 10X10MM;1;0;AVULSO;PREGOS ACO TEMPERADO 10X10MM AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PROTETOR AURICULAR;1;1;AVULSO;PROTETOR AURICULAR AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PRUMO HOBBY CENTRO 300G;1;1;AVULSO;PRUMO HOBBY CENTRO 300G AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;PRUMO PAREDE HOBBY RAMADA 3854;1;1;AVULSO;PRUMO PAREDE HOBBY RAMADA 3854 AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;RÉGUA PEDREIRO 2 M;1;0;2 M;RÉGUA PEDREIRO 2 M 2 M;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;RÉGUA PEDREIRO 3 M;1;0;3 M;RÉGUA PEDREIRO 3 M 3 M;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;REGULADOR P/GAS MANGUEIRA;1;1;AVULSO;REGULADOR P/GAS MANGUEIRA AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;ROLO ESPUMA 05 CM;1;0;AVULSO;ROLO ESPUMA 05 CM AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;ROLO ESPUMA 09 CM;1;0;AVULSO;ROLO ESPUMA 09 CM AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;ROLO ESPUMA 15 CM;1;0;AVULSO;ROLO ESPUMA 15 CM AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;ROLO ESPUMA 23 CM;1;0;AVULSO;ROLO ESPUMA 23 CM AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;SACA FIBRA;1;0;AVULSO;SACA FIBRA AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;SERRA MANUAL FLEXIVEL STARRETT;1;1;AVULSO;SERRA MANUAL FLEXIVEL STARRETT AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;"SERROTE 20""";1;0;AVULSO;"SERROTE 20"" AVULSO";6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;SUPORTE MANGUEIRA VERDE;1;0;AVULSO;SUPORTE MANGUEIRA VERDE AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;"TALHADEIRA CHATA 12""";1;1;AVULSO;"TALHADEIRA CHATA 12"" AVULSO";6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;"TALHADEIRA CHATA 8""";1;1;AVULSO;"TALHADEIRA CHATA 8"" AVULSO";6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;TRENA 3M;1;0;3M;TRENA 3M 3M;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;TRENA 5MT;1;0;AVULSO;TRENA 5MT AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;VASSOURA METAL 180 ARAME REG;1;0;AVULSO;VASSOURA METAL 180 ARAME REG AVULSO;6a3e8eb11356280265886fbe
